species,n_significant_pairs,n_total_pairs,pct_significant,strongest_pair,strongest_p_adjusted,strongest_effect_size
s__Flavobacterium_microcysteis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.5627096134144955
s__Proteus_mirabilis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB44257_SGB103370,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,8.402378560430473e-21,-5.394872714055851
s__GGB44369_SGB61784,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.2447919878975213
s__GGB44403_SGB61822,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.1883773668907573
s__GGB42928_SGB123144,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Faecalibacillus_intestinalis,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,1.1567465709224815e-05,-2.140168333926054
s__GGB43230_SGB103465,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,4.1648175393037557e-17,-2.627602546599846
s__GGB43386_SGB60698,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,6.872878626511734e-09,-0.1786125811107635
s__GGB43779_SGB93081,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.2299111070367146
s__GGB28559_SGB41169,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Eubacterium_siraeum,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Phycicoccus_elongatus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.980082605190891e-15,-1.5127350189475806
s__Diaphorobacter_SGB61891,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,5.986021419812478e-08,-3.343438330632093
s__GGB29195_SGB41932,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Erythrobacter_ramosus,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__Erysipelothrix_anatis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Erysipelatoclostridium_ramosum,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB77687_SGB108590,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,6.827135042418206e-09,0.08282280367893124
s__GGB7903_SGB11757,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__GGB75360_SGB102770,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__Ruthenibacterium_lactatiformans,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Ruminococcus_torques,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,1.523610834620317e-07,-2.835236885460169
s__GGB32253_SGB56808,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,8.988530631035806e-09,-1.6728015567234693
s__Enterococcus_faecium,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB28558_SGB41168,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB40024_SGB62250,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__GGB40324_SGB48413,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB40481_SGB57069,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.311063676820201
s__GGB33141_SGB71463,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB34287_SGB47535,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB3433_SGB4573,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Flavobacterium_collinsii,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,6.872878626511734e-09,-0.268709843954245
s__Coprococcus_eutactus,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Coprococcus_comes,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.475541951472355e-08,-2.9583532610823906
s__Methylorubrum_extorquens,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Enterobacter_ludwigii,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.722949098812888e-09,-0.5398971568995192
s__Enorma_massiliensis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Dysgonomonadaceae_bacterium_zrk40,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.961725631928128e-10,-0.6900420078380693
s__Dorea_longicatena,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.475541951472355e-08,-3.0227062881467113
s__Candidatus_Saccharimonas_aalborgensis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Candidatus_Saccharibacteria_bacterium_CAG1,4,6,66.66666666666667,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,1.9112006623292583e-06,4.848904452281854
s__Oscillospiraceae_bacterium_CLA_AA_H250,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,1.523610834620317e-07,-2.8574766066160917
s__Mycolicibacterium_SGB15729,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Candidatus_Nitrotoga_SGB102975,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Nitrosomonas_oligotropha,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.501695243414798e-11,-3.0929830838082597
s__Nitrosomonas_sp_PY1,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.51155499502229
s__Nitrospira_defluvii,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.091734481392763e-19,-2.581506133338911
s__Comamonas_denitrificans,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,1.7836369845505122e-08,8.625134826507637
s__Brotolimicola_acetigignens,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB41346_SGB58388,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.7462789490657193
s__GGB41707_SGB58791,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,3.106271607103522e-10,-2.278792983602679
s__GGB41726_SGB58815,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Candidatus_Methylomirabilis_limnetica,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.061407963053443e-12,-0.42803063498251404
s__GGB41799_SGB83534,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,8.857011906081768e-21,-3.3889337256045513
s__Nitrospira_sp_SCGC_AG_212_E16,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.561901399456444e-07,-1.356107675261815
s__Odoribacter_splanchnicus,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Oliverpabstia_intestinalis,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.399210256983303e-06,-2.4589458837302027
s__GGB43787_SGB61137,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.851563906665338
s__Pseudanabaena_sp_lw0831,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__GGB41952_SGB59058,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.961725631928128e-10,-0.6410117943136497
s__Pseudanabaena_sp_UWO311,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__GGB42125_SGB59267,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Candidatus_Cloacimonas_acidaminovorans,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,5.986021419812478e-08,-3.3030741131290733
s__Campylobacter_jejuni,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB41158_SGB46801,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB44536_SGB61974,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB44582_SGB62026,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.240332032455548
s__Prevotella_oryzae,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,5.9740434757287475e-06,3.7859938050499964
s__GGB50122_SGB113622,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB54104_SGB124825,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.197110332035209e-12,-0.8927075097982944
s__GGB54260_SGB75478,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,4.623973468334938e-09,-1.8575200480622829
s__GGB46599_SGB103509,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,3.2119624756062986e-21,-5.340401349524368
s__GGB46599_SGB64468,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.0548679959823095e-21,-6.147630033585353
s__GGB45084_SGB103306,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.168565011172081
s__GGB450_SGB609,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.5037156823162416e-11,-0.47792194956037537
s__GGB45217_SGB62738,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.266247496410952
s__GGB4552_SGB6276,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,1.2043404138626097e-07,-2.881947958447281
s__Pseudomonas_fluorescens,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB44434_SGB61856,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.1124432792823845e-14,-1.6907976335601047
s__GGB44435_SGB61857,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,3.446357135762846e-11,-2.59648968383703
s__Pseudomonas_extremaustralis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.489584855036622e-08,-0.4839698792065864
s__GGB4567_SGB6308,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.44905469326818e-07,-2.6845786713660083
s__GGB45699_SGB63416,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.6014724832077543
s__Pseudomonas_brenneri,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB45764_SGB63487,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.1934705165104647
s__GGB45839_SGB63564,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,4.35050893282441e-12,-1.1041001471969933
s__GGB45918_SGB63647,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.0744849081161438e-21,-4.926896392993735
s__GGB45937_SGB63667,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,1.1199787376598694e-07,-1.473603443372443
s__GGB45018_SGB103278,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.850053256559094e-11,-2.4161333784815353
s__Shewanella_putrefaciens,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.545002982519031e-11,-1.229187339621234
s__GGB45969_SGB63701,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.269944274682281e-19,-2.921433246316322
s__GGB45985_SGB63721,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.842914765513656e-22,-7.192762748466627
s__GGB46017_SGB63756,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.538864497527558
s__GGB24643_SGB36506,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.961725631928128e-10,-0.493746120744606
s__Staphylococcus_saccharolyticus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB46175_SGB63943,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.5771779156244332
s__GGB46194_SGB63962,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.571311389678935e-10,-0.43916837179169677
s__Staphylococcus_aureus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.5886625860894639
s__Aquaspirillum_sp_LM1,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.561901399456444e-07,-1.3876092199580357
s__Klebsiella_michiganensis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.668250015576004e-08,-0.1691081866724985
s__Kurthia_huakuii,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.1021149334664976e-13,-1.256434095130687
s__Lachnospira_eligens,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.399210256983303e-06,-2.376637351860765
s__Lachnospira_pectinoschiza,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.44905469326818e-07,-2.698108825917884
s__GGB93539_SGB132226,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.561901399456444e-07,-1.4940648775318892
s__Aquaspirillum_serpens,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.561901399456444e-07,-1.3223195867513984
s__Lachnospiraceae_bacterium_CLA_AA_H244,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.611055015503409
s__Lactobacillus_gasseri,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Anaerostipes_hadrus,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,7.528653716540484e-08,-3.103040603684703
s__Lactococcus_raffinolactis,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,9.475541951472355e-08,-2.9867035012013528
s__Alistipes_shahii,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.6240628886564474
s__Sphaerochaeta_associata,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,6.131312197947661e-08,-0.4741826199089866
s__Leuconostoc_citreum,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Smithella_sp_F21,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.986021419812478e-08,-0.33983415261831795
s__GGB46555_SGB64420,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,3.721228965914486e-18,-2.7667007679038114
s__GGB46582_SGB64449,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB46263_SGB80728,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.842914765513656e-22,-7.020023278040155
s__GGB46437_SGB64294,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB46503_SGB91068,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.9234090140075781
s__GGB46504_SGB64365,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,3.6185614205304944e-20,-4.827232297785349
s__GGB46504_SGB91066,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.2855158231221244e-19,-3.2909723104151656
s__GGB46505_SGB103527,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.4542769209204176e-19,-3.3870877095048115
s__GGB46603_SGB64473,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,1.0337852626446353e-10,-3.1766125658512
s__Simplicispira_SGB61893,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.582713386753802e-09,-2.165373839179452
s__Aerococcaceae_bacterium_DSM_111021,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB47408_SGB102670,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB47467_SGB65430,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.0744849081161438e-21,-5.94353177447486
s__GGB46516_SGB64377,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.2228737731649263e-11,-2.737266632335671
s__Advenella_mandrilli,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Alistipes_finegoldii,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.6230388464403305
s__Aliarcobacter_skirrowii,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.961725631928128e-10,-0.7996336735135534
s__GGB62437_SGB95276,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.0931340926612116e-20,-4.037131154919985
s__GGB6264_SGB8922,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.479961378995377e-13,-1.122890736564553
s__GGB6301_SGB60981,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.827824041793069e-12,-0.5444701945658013
s__Aquella_oligotrophica,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__GGB56321_SGB113200,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB56398_SGB113691,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Turicibacter_bilis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.645677677090776
s__GGB63102_SGB85356,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__Acinetobacter_sp_ANC_4218,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.489584855036622e-08,-0.2809660585731123
s__GGB67109_SGB90821,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.0344209456107344e-13,-1.5303287525133116
s__GGB67134_SGB90850,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,9.971690101975166e-10,-2.3071877161261387
s__GGB67138_SGB90854,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,1.0713604046569284e-10,-2.9789207913025377
s__GGB5886_SGB8489,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.177974455107972e-11,-0.5421205815019816
s__Acinetobacter_modestus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,6.872878626511734e-09,-0.6897597007494858
s__GGB61412_SGB83485,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,2.561901399456444e-07,-1.3291465719448452
s__GGB93439_SGB131938,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.966453659812328e-10,-0.1259728522105431
s__Aeromonas_hydrophila,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__GGB67334_SGB91087,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.9927004171798844e-21,-4.36888365913667
s__GGB67335_SGB103624,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.9111760103077585e-22,-9.356383828529843
s__GGB67335_SGB91088,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.2939417992908005e-14,-2.6909214470520353
s__GGB68788_SGB92796,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.6551845254942057e-21,-5.439127919692394
s__GGB69468_SGB93649,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5582282940619846e-18,-2.241483262215132
s__Aerococcus_urinaeequi,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Gemmatimonas_groenlandica,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__Gloeocapsopsis_crepidinum,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.5907306076876129
s__GGB81701_SGB112896,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB81705_SGB112953,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB81705_SGB112955,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB82456_SGB114450,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__GGB91291_SGB134920,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.844893517644205e-11,-0.39831205158814675
s__GGB92736_SGB128655,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.872878626511734e-09,-1.7871041887051828
s__Vibrio_parahaemolyticus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Achromobacter_sp_JUb104,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Zoogloea_oleivorans,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,6.322329082413244e-09,-1.6536569594001382
s__Acinetobacter_sp_ANC_4862,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Pseudomonas_protegens,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Sphingobium_xenophagum,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,8.423689968301665e-10,-0.748400447220511
s__Shewanella_xiamenensis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,2.582713386753802e-09,-1.1365423667464816
s__Collinsella_aerofaciens,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,0.0002520427070501919,0.7989493230100163
s__GGB75623_SGB102995,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,1.5131024075351312e-15,-1.86814785519068
s__Ruminococcus_gnavus,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.44905469326818e-07,-2.685173340884851
s__Ruminococcus_bicirculans,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,1.9304087692816575e-07,-2.826155875862969
s__Roseburia_sp_AF02_12,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Roseburia_inulinivorans,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Romboutsia_timonensis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,7.609779493658428e-15,-2.125246712938083
s__Serratia_proteamaculans,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
s__Schaalia_sp_JY_X169,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,8.411182846824904e-08,-0.43480264400148316
s__Arcobacter_suis,4,6,66.66666666666667,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,6.323283071306499e-06,5.298645507230877
s__Azonexus_hydrophilus,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,0.002565638733707079,1.0207322414415843
s__Cloacibacterium_caeni,4,6,66.66666666666667,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,0.00023945504218664054,6.6462589172149
s__Clostridium_leptum,4,6,66.66666666666667,Lekunberri_2018_river_wastewater vs Schulz_2017_wastewater,2.9719296185088284e-07,-2.5685361271399576
s__Clostridium_sp_NSJ_42,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,5.718727655594358e-15,-1.6240364632390425
s__Uruburuella_suis,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,4.202501839002585e-06,0.513403771023511
s__Brevundimonas_mediterranea,4,6,66.66666666666667,Chu_2017_sludge vs Schulz_2017_wastewater,9.260223372692858e-15,-1.4468782018078403
