species,n_significant_pairs,n_total_pairs,pct_significant,strongest_pair,strongest_p_adjusted,strongest_effect_size
s__GGB15867_SGB24119,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB16996_SGB25597,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.51867344904247e-08,-0.08268923446072557
s__GGB23565_SGB35260,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.3672792436456132e-09,1.6826897183087073
s__GGB32215_SGB37143,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Nocardioides_ungokensis,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4279972951006266
s__Nitrososphaera_sp_AFS,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4708104920538174
s__GGB32810_SGB52752,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4634590485793646
s__GGB28569_SGB41182,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB33141_SGB71463,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB33814_SGB1257,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.2821270564746432
s__GGB34287_SGB47535,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Methanocorpusculum_bavaricum,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB25206_SGB37138,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25206_SGB41973,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25207_SGB41980,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25250_SGB37186,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB25251_SGB37187,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB75341_SGB102802,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB75360_SGB102770,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Mycolicibacterium_SGB15729,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Methylotenera_versatilis,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.4152684185247403e-09,1.3664742856053775
s__GGB74484_SGB51879,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.846343463782342e-08,0.3794129133892784
s__GGB74567_SGB78399,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.871450940473595e-09,1.151275759441224
s__GGB62437_SGB95276,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB62595_SGB84801,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,7.24387472819063e-09,1.6664832223974781
s__GGB77687_SGB108590,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB7903_SGB11757,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB75253_SGB103519,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB63428_SGB85736,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.463735659338854
s__GGB63474_SGB85783,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4615084890677394
s__GGB5886_SGB8489,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB60303_SGB82256,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.737302838731496e-09,1.614762080365697
s__GGB61412_SGB83485,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB61448_SGB83524,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4300862706061426
s__GGB66002_SGB89409,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4314334190603595
s__GGB66002_SGB89410,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4570825833938874
s__GGB66014_SGB133091,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4767898219844946
s__GGB6264_SGB8922,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.820659727898531e-08,0.632437082035738
s__GGB62809_SGB85028,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,7.945573060826923e-10,2.043254901311298
s__GGB6301_SGB60981,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB63102_SGB85356,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.492840215354382e-08,1.3776679351980687
s__Methylophilaceae_bacterium_LSUCC0268,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.130152398798915e-09,1.4741873511224897
s__GGB39817_SGB99175,8,10,80.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,5.0176211521363976e-08,5.234960683143857
s__GGB40024_SGB62250,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB40645_SGB64801,8,10,80.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,6.51867344904247e-08,7.970821112675032
s__GGB42932_SGB60155,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB42957_SGB57748,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.2869202848031565
s__Limnohabitans_sp_Jir61,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,2.4452037171428474e-13,3.8786452804222042
s__Malikia_granosa,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.5568975183789094e-09,1.655511587369297
s__Liquorilactobacillus_hordei,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.878409808484594e-09,1.285338547926894
s__GGB42087_SGB59228,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB28494_SGB41084,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB28528_SGB41128,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Polymorphobacter_arshaanensis,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,8.080250367359593e-07,1.0529405505573464
s__Synechococcus_sp_CBW1004,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.3029286377511382
s__GGB28570_SGB41183,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB29038_SGB41759,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB29233_SGB41982,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB30069_SGB42979,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Acinetobacter_pseudolwoffii,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.899842014506599e-08,0.7570365207252262
s__GGB67335_SGB103624,8,10,80.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.086326360414263e-09,-7.570482846389771
s__GGB67335_SGB91088,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB64314_SGB86769,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.486320224065402
s__GGB65182_SGB88144,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.426817768526765
s__GGB65286_SGB88265,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB65333_SGB88329,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,2.0644463513726078e-10,2.2446392536380397
s__GGB47040_SGB64963,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.3105588665619083
s__GGB47282_SGB65238,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB47467_SGB65430,8,10,80.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.878409808484594e-09,-5.299813717013816
s__GGB49317_SGB56530,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4465449707808957
s__GGB49350_SGB69252,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.470544813184158
s__GGB50122_SGB113622,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB46612_SGB64482,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.051358198713146e-09,1.5514772252825983
s__GGB46797_SGB64687,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,2.199625656489
s__GGB47034_SGB64954,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.3021461581808653
s__GGB53647_SGB74778,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.5131729492883903
s__GGB53648_SGB74779,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.5558505777357783
s__GGB54104_SGB124825,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB54260_SGB75478,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Agrobacterium_tomkonis,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Acidovorax_sp_HDW3,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.371617990619466e-10,2.113774526313501
s__GGB47559_SGB65524,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB44074_SGB61453,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,7.0199431888591976e-09,1.673936992269251
s__GGB44306_SGB61712,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.878409808484594e-09,1.3935845576237802
s__GGB43067_SGB57480,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.3963707218275579e-09,1.8631324509511782
s__GGB43144_SGB60398,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.465317571507685e-09,1.5208333320007432
s__GGB43276_SGB60575,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.2969410146062093
s__GGB43386_SGB60698,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Acinetobacter_sp_ANC_4218,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.7120676714058795e-05,1.6201898006432915
s__GGB43953_SGB61318,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.4153401358252298e-09,2.2699470904983707
s__GGB43987_SGB61359,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB45018_SGB103278,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB450_SGB609,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB45669_SGB63385,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB45699_SGB63416,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB46503_SGB91068,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0695402977038348e-08,2.159581217658673
s__GGB46599_SGB64468,8,10,80.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.5742428302926184e-09,-5.489313613556036
s__GGB35206_SGB49924,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB46599_SGB103509,8,10,80.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.5828961372316484e-09,-5.7262490919752285
s__GGB38799_SGB54900,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Polynucleobacter_sp_MWH_Jannik1A5,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.603932619303678e-11,2.9486703197978805
s__Polynucleobacter_sp_Adler_ghost,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.107314150341646e-10,2.460679603775331
s__GGB46194_SGB63962,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB46175_SGB63943,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB46168_SGB63936,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Polynucleobacter_sp_AP_Reno_20A_A9,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.120606210529389e-09,1.4010043833149026
s__Polynucleobacter_sp_JS_JIR_II_b4,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.8159979337867708e-09,1.5378077179098832
s__Polynucleobacter_sp_JS_Mosq_20_D10,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,7.4282668601392394e-09,1.2728385781564766
s__Polynucleobacter_sp_MWH_Braz_FAM2G,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0523409820020241e-09,1.7202994368778692
s__GGB46525_SGB64386,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,2.440660163521742e-10,2.486125860376606
s__Prosthecobacter_vanneervenii,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.412596043441982e-10,2.0021956169964805
s__Polynucleobacter_sp_MWH_Loch1C5,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,9.78486404852215e-10,1.844295224407274
s__Polynucleobacter_sp_UB_Tiil_W10,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.4152684185247403e-09,1.4521912715267733
s__GGB46516_SGB64377,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB43892_SGB61249,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.130152398798915e-09,1.4273013686941702
s__GGB46504_SGB91066,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.4448201563468003e-09,1.5603271718338658
s__Priestia_megaterium,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4446541440023963
s__GGB45985_SGB63721,8,10,80.0,Chu_2017_sludge vs Schulz_2017_wastewater,5.428669382488496e-09,-5.746793492391554
s__Sphingorhabdus_rigui,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,4.700385663883199e-12,5.252626376942761
s__GGB45969_SGB63701,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Stenotrophomonas_maltophilia,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.0800105919014216
s__GGB45937_SGB63667,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.798609623395062e-05,1.7163335156643855
s__GGB57651_SGB79249,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.054231955080554e-10,2.13934871930694
s__Thermomonas_sp_IMCC34681,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,7.543545230460905e-10,1.949901279230943
s__Thioploca_ingrica,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Polaromonas_sp_AER18D_145,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.878409808484594e-09,1.374106718384826
s__Sulfitobacter_litoralis,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Sulfuricaulis_limicola,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Sandarakinorhabdus_limnophila,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.407056435304965e-09,1.3027957737015678
s__Sarcina_sp_DSM_11001,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Rhodospirillaceae_bacterium_SYSU_D60009,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Rickettsia_akari,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.292438498548942
s__Rickettsia_conorii,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.1277590274283087
s__Serratia_sp_PL17,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Shewanella_putrefaciens,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB56701_SGB78134,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.009094881485668e-08,2.0414991928122443
s__GGB56396_SGB113516,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Sphaerochaeta_globosa,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Sphaerospermopsis_aphanizomenoides,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.787806831192995e-09,1.4490765327148685
s__GGB46017_SGB63756,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Sphingopyxis_terrae,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.573822220020029e-09,1.5249624911385684
s__Sediminibacterium_sp_C3,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,4.259105118636226e-09,2.2212269214630096
s__Serratia_proteamaculans,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Pedobacter_aquae,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.871450940473595e-09,1.1315009243859238
s__alpha_proteobacterium_SCGC_AAA028_D10,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,3.0237095962476666
s__Achromobacter_sp_JUb104,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__actinobacterium_SCGC_AAA041_L13,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.320836166747843
s__Acidobacteriaceae_bacterium_KBS_83,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.427159539704132
s__Phormidium_sp_FACHB_1136,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.5742428302926184e-09,1.5943317261415815
s__Polynucleobacter_cosmopolitanus,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.1703067855406269e-10,3.021565896241808
s__Alphaproteobacteria_unclassified_SGB64958,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.2327827296792895e-14,7.822384053228712
s__Terrabacter_SGB130247,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4367635007079185
s__actinobacterium_SCGC_AAA028_A23,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,9.293285036648341e-14,9.268657090901236
s__Arthrobacter_humicola,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.427117705827525
s__Arthrobacter_sp_162MFSha1_1,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.4194214248667874
s__Aurantimicrobium_photophilum,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,4.626582739526973e-09,3.2867807153900914
s__Bacillus_infantis,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.1330968831082007
s__Polynucleobacter_asymbioticus,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0601910956077523e-10,2.718068591947947
s__Aquirufa_lenticrescens,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.157391705942446e-12,2.5027865841005883
s__Candidatus_Planktophila_limnetica,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0610760323384858e-11,4.101023244962743
s__Candidatus_Planktophila_sulfonica,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.3069869104367953e-11,2.739203546759999
s__Simplicispira_sp_110,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.0007006279377891644,0.2076573059456641
s__Streptomyces_antimycoticus,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.1303128939250628
s__Limnovirga_soli,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,4.591605105952123e-10,1.8888390942749318
s__Cellulophaga_sp_BC115SP,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,2.1498595360680543e-09,1.6929682322988415
s__Chryseobacterium_candidae,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.141978139029022
s__Chryseobacterium_indologenes,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Candidatus_Nitrotoga_SGB102975,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB46492_SGB64353,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,4.737017628462229e-09,1.9808181525420006
s__Arcicella_aurantiaca,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0766704215427579e-10,1.9152278108206264
s__Bacteroides_luti,8,10,80.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Candidatus_Syntrophosphaera_thermopropionivorans,8,10,80.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Anabaenopsis_elenkinii,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.515224499782532e-09,1.3394691772260194
s__Brucella_anthropi,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Candidatus_Bandiella_numerosa,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,3.202798869441701e-08,1.2580819950415474
s__Brevundimonas_mediterranea,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Bosea_sp_47_2_35,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Bradyrhizobium_diazoefficiens,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.6263718404755411e-09,1.995775467741811
s__Limnohabitans_sp_Rim11,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.1235091098216737e-11,4.2240621217166545
s__Polynucleobacter_sp_71A_WALBACH,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,5.787806831192995e-09,1.3436958356756485
s__Limnohabitans_sp_T6_20,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,1.0766704215427579e-10,2.7845867613500968
s__GGB43047_SGB60287,8,10,80.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,1.3441021263013595
s__actinobacterium_SCGC_AAA278_O22,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,6.7602873847139e-12,3.043892419044157
s__Sphaerochaeta_associata,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Ruthenibacterium_lactatiformans,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Aerococcaceae_bacterium_DSM_111021,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Aerococcus_urinaeequi,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,7.973871301131467e-09,1.0956763958937787
s__Actinobacteria_bacterium_IMCC25003,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,2.4452037171428474e-13,4.8786257523745435
s__Sediminibacterium_salmoneum,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.8159979337867708e-09,4.330892456685172
s__Polynucleobacter_victoriensis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.8683782340561638e-11,3.1297440212158794
s__GGB43787_SGB61137,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Proteus_mirabilis,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__Prevotella_oryzae,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.3908306610609341e-05,0.5893224006947492
s__GGB46582_SGB64449,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB56398_SGB113691,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,8.951411772171825e-09,0.9564245472790253
s__GGB45839_SGB63564,7,10,70.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Polynucleobacter_sp_MWH_UH24A,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,5.772576940943971e-12,4.620611028538216
s__Polynucleobacter_sp_MWH_Spelu_300_X4,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,1.1486592348916455e-12,3.8296315675020094
s__GGB46317_SGB64092,7,10,70.0,Chopyk_2020_pond vs Chu_2017_sludge,7.068133005300389e-12,6.0823672683300956
s__GGB61782_SGB83906,7,10,70.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,9.168028550925554e-07,0.7854704669059159
